   0.00000   1.34449  -0.00005
   0.00500   1.34608  -0.00004
   0.01000   1.33771   0.00002
   0.01500   1.34178   0.00001
   0.02000   1.34970  -0.00018
   0.02500   1.34322  -0.00000
   0.03000   1.34373   0.00003
   0.03500   1.34384  -0.00007
   0.04000   1.33995   0.00014
   0.04500   1.33256   0.00046
   0.05000   1.34483   0.00002
   0.05500   1.35205  -0.00041
   0.06000   1.34569   0.00005
   0.06500   1.34512  -0.00002
   0.07000   1.34438   0.00022
   0.07500   1.34816   0.00018
   0.08000   1.34702  -0.00008
   0.08500   1.35234  -0.00034
   0.09000   1.35140  -0.00006
   0.09500   1.34387   0.00069
   0.10000   1.35095  -0.00029
   0.10500   1.35897  -0.00123
   0.11000   1.34729   0.00023
   0.11500   1.34516   0.00035
   0.12000   1.35140   0.00008
   0.12500   1.34979   0.00027
   0.13000   1.35129   0.00020
   0.13500   1.35277   0.00007
   0.14000   1.35622  -0.00021
   0.14500   1.35840  -0.00054
   0.15000   1.35263   0.00040
   0.15500   1.35443   0.00050
   0.16000   1.36221  -0.00058
   0.16500   1.36068  -0.00019
   0.17000   1.35405   0.00092
   0.17500   1.36414  -0.00045
   0.18000   1.35778   0.00089
   0.18500   1.37165  -0.00126
   0.19000   1.35754   0.00129
   0.19500   1.36637  -0.00011
   0.20000   1.37062  -0.00061
   0.20500   1.36730   0.00021
   0.21000   1.37373  -0.00133
   0.21500   1.37576  -0.00018
   0.22000   1.37177   0.00024
   0.22500   1.37853  -0.00122
   0.23000   1.36812   0.00157
   0.23500   1.36971   0.00117
   0.24000   1.37784  -0.00052
   0.24500   1.37564   0.00053
   0.25000   1.38578  -0.00159
   0.25500   1.37861   0.00109
   0.26000   1.38061   0.00045
   0.26500   1.38609  -0.00019
   0.27000   1.38539   0.00019
   0.27500   1.38727   0.00076
   0.28000   1.38459   0.00035
   0.28500   1.39765  -0.00120
   0.29000   1.39518  -0.00087
   0.29500   1.39997  -0.00167
   0.30000   1.39796  -0.00091
   0.30500   1.39873  -0.00067
   0.31000   1.39239   0.00183
   0.31500   1.39667   0.00085
   0.32000   1.40584  -0.00145
   0.32500   1.40910  -0.00105
   0.33000   1.40464  -0.00006
   0.33500   1.40648   0.00060
   0.34000   1.40975   0.00067
   0.34500   1.41000   0.00022
   0.35000   1.41340   0.00039
   0.35500   1.41541  -0.00037
   0.36000   1.42131  -0.00181
   0.36500   1.41821   0.00066
   0.37000   1.42353  -0.00092
   0.37500   1.42189   0.00038
   0.38000   1.42090   0.00211
   0.38500   1.42524   0.00091
   0.39000   1.42650   0.00136
   0.39500   1.43380  -0.00069
   0.40000   1.43936  -0.00169
   0.40500   1.42694   0.00312
   0.41000   1.43907   0.00018
   0.41500   1.44555  -0.00172
   0.42000   1.44797  -0.00128
   0.42500   1.44677  -0.00051
   0.43000   1.45059   0.00034
   0.43500   1.44304   0.00237
   0.44000   1.45157   0.00140
   0.44500   1.45150   0.00139
   0.45000   1.45612   0.00148
   0.45500   1.46347  -0.00092
   0.46000   1.46225   0.00094
   0.46500   1.46682  -0.00073
   0.47000   1.46838  -0.00039
   0.47500   1.46642   0.00217
   0.48000   1.47082   0.00134
   0.48500   1.47859  -0.00122
   0.49000   1.47587   0.00153
   0.49500   1.48129   0.00022
   0.50000   1.47267   0.00433
   0.50500   1.48416   0.00118
   0.51000   1.49032  -0.00061
   0.51500   1.48870   0.00143
   0.52000   1.49719  -0.00102
   0.52500   1.49728  -0.00039
   0.53000   1.50129  -0.00056
   0.53500   1.50849  -0.00237
   0.54000   1.50614   0.00048
   0.54500   1.50817   0.00025
   0.55000   1.50489   0.00189
   0.55500   1.50646   0.00368
   0.56000   1.51674  -0.00037
   0.56500   1.52134  -0.00034
   0.57000   1.52575   0.00004
   0.57500   1.52441   0.00114
   0.58000   1.52821  -0.00081
   0.58500   1.52930   0.00188
   0.59000   1.53964  -0.00156
   0.59500   1.53820   0.00041
   0.60000   1.54207   0.00034
   0.60500   1.53805   0.00360
   0.61000   1.54470   0.00188
   0.61500   1.55353  -0.00085
   0.62000   1.55576  -0.00019
   0.62500   1.55767  -0.00051
   0.63000   1.56473  -0.00113
   0.63500   1.56387   0.00017
   0.64000   1.56929  -0.00007
   0.64500   1.57094  -0.00095
   0.65000   1.57744  -0.00061
   0.65500   1.57717   0.00075
   0.66000   1.57815   0.00148
   0.66500   1.58207   0.00205
   0.67000   1.58750   0.00042
   0.67500   1.59075  -0.00126
   0.68000   1.59373  -0.00028
   0.68500   1.58943   0.00467
   0.69000   1.60313  -0.00040
   0.69500   1.61200  -0.00324
   0.70000   1.60974  -0.00134
   0.70500   1.61445  -0.00077
   0.71000   1.61084   0.00187
   0.71500   1.61762   0.00129
   0.72000   1.61738   0.00342
   0.72500   1.62847  -0.00130
   0.73000   1.63682  -0.00393
   0.73500   1.63388   0.00030
   0.74000   1.64100  -0.00142
   0.74500   1.64063   0.00113
   0.75000   1.65452  -0.00397
   0.75500   1.64226   0.00328
   0.76000   1.65878  -0.00298
   0.76500   1.66266  -0.00291
   0.77000   1.65771   0.00073
   0.77500   1.67002  -0.00346
   0.78000   1.67077  -0.00224
   0.78500   1.68060  -0.00456
   0.79000   1.67659  -0.00069
   0.79500   1.67938   0.00062
   0.80000   1.68737  -0.00247
   0.80500   1.69164  -0.00223
   0.81000   1.68732   0.00217
   0.81500   1.68868   0.00274
   0.82000   1.69350   0.00305
   0.82500   1.70771  -0.00313
   0.83000   1.71033  -0.00209
   0.83500   1.70316   0.00434
   0.84000   1.71879  -0.00199
   0.84500   1.71118   0.00361
   0.85000   1.72263   0.00044
   0.85500   1.72677  -0.00002
   0.86000   1.72703   0.00197
   0.86500   1.72982   0.00246
   0.87000   1.74149  -0.00041
   0.87500   1.74179   0.00018
   0.88000   1.74864  -0.00065
   0.88500   1.75959  -0.00404
   0.89000   1.75951  -0.00230
   0.89500   1.75317   0.00403
   0.90000   1.76922  -0.00301
   0.90500   1.78057  -0.00635
   0.91000   1.77235  -0.00017
   0.91500   1.77380   0.00181
   0.92000   1.78612  -0.00244
   0.92500   1.78886  -0.00174
   0.93000   1.78663   0.00089
   0.93500   1.80019  -0.00368
   0.94000   1.80366  -0.00326
   0.94500   1.80664  -0.00191
   0.95000   1.80971  -0.00220
   0.95500   1.80818   0.00212
   0.96000   1.81474   0.00076
   0.96500   1.82131  -0.00102
   0.97000   1.82915  -0.00273
   0.97500   1.83059  -0.00119
   0.98000   1.84106  -0.00471
   0.98500   1.83806  -0.00025
   0.99000   1.84148   0.00078
   0.99500   1.84743  -0.00065
   1.00000   1.85800  -0.00398
   1.00500   1.85337   0.00082
   1.01000   1.85947   0.00058
   1.01500   1.86643  -0.00103
   1.02000   1.86828  -0.00025
   1.02500   1.87866  -0.00319
   1.03000   1.88523  -0.00476
   1.03500   1.88110   0.00061
   1.04000   1.88528   0.00027
   1.04500   1.89066   0.00018
   1.05000   1.89693  -0.00100
   1.05500   1.89724   0.00116
   1.06000   1.90382   0.00125
   1.06500   1.91210  -0.00227
   1.07000   1.90818   0.00276
   1.07500   1.91317   0.00256
   1.08000   1.92146   0.00096
   1.08500   1.92421   0.00170
   1.09000   1.92746   0.00236
   1.09500   1.93538   0.00067
   1.10000   1.94225  -0.00041
   1.10500   1.94268   0.00100
   1.11000   1.94884   0.00019
   1.11500   1.95381   0.00045
   1.12000   1.96415  -0.00376
   1.12500   1.96610  -0.00157
   1.13000   1.97105  -0.00142
   1.13500   1.97535  -0.00224
   1.14000   1.97825  -0.00081
   1.14500   1.98384  -0.00179
   1.15000   1.98370   0.00156
   1.15500   1.98620   0.00206
   1.16000   1.98646   0.00524
   1.16500   1.99253   0.00386
   1.17000   2.00149   0.00179
   1.17500   2.01004  -0.00103
   1.18000   2.00894   0.00251
   1.18500   2.02175  -0.00162
   1.19000   2.02138   0.00062
   1.19500   2.01969   0.00386
   1.20000   2.03002   0.00137
   1.20500   2.04184  -0.00325
   1.21000   2.04637  -0.00275
   1.21500   2.04496   0.00044
   1.22000   2.05160  -0.00029
   1.22500   2.05943  -0.00122
   1.23000   2.05476   0.00263
   1.23500   2.06578   0.00012
   1.24000   2.07622  -0.00387
   1.24500   2.07148   0.00213
   1.25000   2.07484   0.00224
   1.25500   2.07803   0.00341
   1.26000   2.08386   0.00309
   1.26500   2.09272  -0.00017
   1.27000   2.10241  -0.00283
   1.27500   2.09758   0.00226
   1.28000   2.11033  -0.00208
   1.28500   2.11681  -0.00323
   1.29000   2.11752  -0.00123
   1.29500   2.11909   0.00164
   1.30000   2.13145  -0.00388
   1.30500   2.12401   0.00253
   1.31000   2.14235  -0.00443
   1.31500   2.14187  -0.00236
   1.32000   2.15253  -0.00569
   1.32500   2.14885  -0.00132
   1.33000   2.15186   0.00138
   1.33500   2.15073   0.00358
   1.34000   2.15389   0.00379
   1.34500   2.16635  -0.00103
   1.35000   2.17276  -0.00173
   1.35500   2.17655  -0.00258
   1.36000   2.18244  -0.00400
   1.36500   2.18166  -0.00144
   1.37000   2.18871  -0.00257
   1.37500   2.19032  -0.00163
   1.38000   2.19526  -0.00125
   1.38500   2.19552   0.00140
   1.39000   2.20458  -0.00265
   1.39500   2.20441   0.00077
   1.40000   2.20688   0.00300
   1.40500   2.21874  -0.00276
   1.41000   2.21731   0.00114
   1.41500   2.22150  -0.00024
   1.42000   2.23064  -0.00250
   1.42500   2.23572  -0.00250
   1.43000   2.23509   0.00035
   1.43500   2.23339   0.00137
   1.44000   2.23843   0.00128
   1.44500   2.24437   0.00070
   1.45000   2.24493   0.00205
   1.45500   2.25732  -0.00108
