   57 Egs =    -1.23446   -0.00210    2.07826    2.26125    0.05000CPU TIME=  34.90979
   58 Egs =    -1.28902    0.00421    1.98296    2.49725    0.05000CPU TIME=  34.89185
   59 Egs =    -1.35569   -0.00150    1.54061    2.95684    0.05000CPU TIME=  35.00232
   60 Egs =    -1.40782   -0.00212    1.50334    3.12508    0.05000CPU TIME=  35.57336
   61 Egs =    -1.47401   -0.00091    1.38166    3.31626    0.05000CPU TIME=  35.74915
   62 Egs =    -1.53711   -0.00142    1.64097    3.53310    0.05000CPU TIME=  35.85352
   63 Egs =    -1.60742   -0.00067    1.50052    3.70506    0.05000CPU TIME=  36.16589
   64 Egs =    -1.66624   -0.00077    1.75169    3.74802    0.05000CPU TIME=  36.43567
   65 Egs =    -1.73212    0.00077    1.43717    3.76661    0.05000CPU TIME=  37.02344
   66 Egs =    -1.78953   -0.00199    1.20379    3.79056    0.05000CPU TIME=  37.36792
   67 Egs =    -1.85045   -0.00187    1.46457    3.72371    0.05000CPU TIME=  37.61670
   68 Egs =    -1.91003   -0.00030    1.22549    3.68617    0.05000CPU TIME=  37.70532
   69 Egs =    -1.97111    0.00210    1.20661    3.52257    0.05000CPU TIME=  38.39233
   70 Egs =    -2.03294    0.00098    1.21331    3.40484    0.05000CPU TIME=  38.89062
   71 Egs =    -2.09137    0.00225    1.13055    3.14665    0.05000CPU TIME=  39.23608
   72 Egs =    -2.13971   -0.00098    1.70422    2.91665    0.05000CPU TIME=  39.90771
   73 Egs =    -2.18929    0.00118    1.18500    2.76425    0.05000CPU TIME=  40.15430
   74 Egs =    -2.24369   -0.00121    1.26114    2.55895    0.05000CPU TIME=  41.00049
   75 Egs =    -2.28785   -0.00104    1.07080    2.25056    0.05000CPU TIME=  41.49121
   76 Egs =    -2.32943   -0.00169    1.15657    2.05869    0.05000CPU TIME=  41.66040
   77 Egs =    -2.36714   -0.00220    1.09928    1.81623    0.05000CPU TIME=  42.74023
   78 Egs =    -2.40959    0.00103    1.06863    1.66907    0.05000CPU TIME=  43.49194
   79 Egs =    -2.44806    0.00370    0.86342    1.45607    0.05000CPU TIME=  44.16553
   80 Egs =    -2.47510    0.00448    1.13127    1.26382    0.05000CPU TIME=  44.82642
   81 Egs =    -2.51038    0.00067    1.15260    1.10731    0.05000CPU TIME=  46.17651
   82 Egs =    -2.53861    0.00001    1.39422    1.00774    0.05000CPU TIME=  45.82910
   83 Egs =    -2.56586   -0.00050    0.56614    0.88013    0.05000CPU TIME=  47.30542
   84 Egs =    -2.59039   -0.00088    0.76975    0.78912    0.05000CPU TIME=  48.64404
   85 Egs =    -2.61730    0.00111    0.57226    0.71928    0.05000CPU TIME=  50.25073
   86 Egs =    -2.64022    0.00184    0.63710    0.61582    0.05000CPU TIME=  53.07129
