           0 Egs =   -1.7232891492023359        1.6998118961799573     
           1 Egs =   -1.7317804379383099        1.7077782800740680     
           2 Egs =   -2.3759424221566277        1.4789499462960876     
           3 Egs =   -2.7909253217916286        1.3812504364333709     
           4 Egs =   -3.1372778233353968        1.3782107215801684     
           5 Egs =   -3.4439092743367956        1.4501404982042163     
           6 Egs =   -3.7707670103053190        1.5001870761784815     
           7 Egs =   -4.0993099344329762        1.6067912349813187     
           8 Egs =   -4.4258028796319211        1.6672618326877509     
           9 Egs =   -4.7837988360960901        1.6722514492186391     
          10 Egs =   -5.1280036031829948        1.5837014688161413     
          11 Egs =   -5.4337240474331425        1.4161892346807921     
          12 Egs =   -5.6934105059576847        1.2079116951846633     
          13 Egs =   -5.9111882217687732       0.98360381112892570     
          14 Egs =   -6.0718707002308534       0.76868909617931513     
          15 Egs =   -6.1980533430787883       0.58767541689462111     
          16 Egs =   -6.2862865380941297       0.44502868863126910     
          17 Egs =   -6.3463976509352067       0.33660301413898358     
          18 Egs =   -6.3936451083335637       0.24911897818398007     
          19 Egs =   -6.4263365300831712       0.18412999711234684     
          20 Egs =   -6.4473281101517861       0.14353557779317211     
          21 Egs =   -6.4658918782989394       0.10742569197700176     
          22 Egs =   -6.4773919362069243        8.0833116785963846E-002
          23 Egs =   -6.4897808582691523        7.0291943737097837E-002
          24 Egs =   -6.4945774214841085        6.1265131108382102E-002
          25 Egs =   -6.4969880807982570        4.9381307923890269E-002
          26 Egs =   -6.5011749555761487        4.9751446880698200E-002
          27 Egs =   -6.5051845056676187        5.0639819599883673E-002
          28 Egs =   -6.5041228746472965        4.4172563513152033E-002
          29 Egs =   -6.5094351293729291        5.0282472619730977E-002
          30 Egs =   -6.5151120348520832        5.0189301111005960E-002
          31 Egs =   -6.5180630790678729        4.8867235914847811E-002
          32 Egs =   -6.5222222136803181        5.4800040928862537E-002
          33 Egs =   -6.5258340650125000        5.1263518847283682E-002
          34 Egs =   -6.5312914964137798        6.1276780465285063E-002
          35 Egs =   -6.0459904287432096       0.87954865042449881     
          36 Egs =   -6.2246905425517252       0.62720223386606211     
          37 Egs =   -6.3397045457250698       0.45113782917849321     
          38 Egs =   -6.4132601210082987       0.33945788867382676     
          39 Egs =   -6.4673427637752772       0.24998101253330951     
          40 Egs =   -6.4958544830484195       0.20005269749127058     
          41 Egs =   -6.5192158757854752       0.16267680090380510     
          42 Egs =   -6.5375513985031413       0.13011250028644197     
          43 Egs =   -6.5482448241197506       0.11346930920142317     
          44 Egs =   -6.5605323539606841        9.5481856944307622E-002
          45 Egs =   -6.5664587160686896        8.8828982307107326E-002
          46 Egs =   -6.5761817407678507        7.7341665667386733E-002
          47 Egs =   -6.5807954478435207        7.3249216301576964E-002
          48 Egs =   -6.5875013209373874        6.9677407746250281E-002
          49 Egs =   -6.5934994026565166        6.8443120042982530E-002
          50 Egs =   -6.6014240359936522        7.8951073066761690E-002
          51 Egs =   -6.6095458603728900        8.1119911209977830E-002
          52 Egs =   -6.6123524501664095        8.1935503826205541E-002
          53 Egs =   -6.6173132459606814        8.5520724392142700E-002
          54 Egs =   -6.6207377348393512        9.0132961452149385E-002
          55 Egs =   -6.6271332612371490        9.6634311494021283E-002
          56 Egs =   -6.6313140549786835        9.7705863068272780E-002
          57 Egs =   -6.6395413877684328       0.10262568356989443     
          58 Egs =   -6.6419142655667640        9.8463961030450645E-002
          59 Egs =   -4.8963409537099842        3.2511813337529949     
          60 Egs =   -2.6325510664963443        2.7606517960379393     
          61 Egs =   -5.4957174125132831        1.5708292029695914     
          62 Egs =   -5.8862617935167183        1.0717863783591446     
          63 Egs =   -6.1896248146593793       0.67827193482166004     
          64 Egs =   -6.3903437644022540       0.57888974828427142     
          65 Egs =   -6.5662979704506297       0.77109186617271985     
          66 Egs =   -6.7374203063764702        1.1200266408242241     
          67 Egs =   -6.9514484830609824        1.7118538549557241     
          68 Egs =   -7.1856717011282392        2.3101103494634505     
          69 Egs =   -7.4920030296350619        3.0361141925401580     
          70 Egs =   -7.8831229380454415        3.6650535489917928     
          71 Egs =   -8.3088725019765821        3.9352621172089273     
          72 Egs =   -8.7120166063806863        3.7887306758155166     
          73 Egs =   -9.0797572096331134        3.2917887115417255     
          74 Egs =   -9.3942071230810900        2.5975850868255090     
          75 Egs =   -9.6155577429689423        1.9508853942378486     
          76 Egs =   -9.7815511904443344        1.3637924104615260     
          77 Egs =   -9.8735984709565905       0.98758627789539133     
          78 Egs =   -9.9447438224765001       0.68103823912841999     
          79 Egs =   -9.9846266470077900       0.50809740115599245     
          80 Egs =   -10.016639456396760       0.36046031910503507     
          81 Egs =   -10.041729390192110       0.24227841882486273     
          82 Egs =   -10.054283769794965       0.18281213420267803     
          83 Egs =   -10.063323134307025       0.13831108256257188     
          84 Egs =   -10.071202155862519       0.10070295362788424     
          85 Egs =   -10.075278468646472        8.0225786215502221E-002
          86 Egs =   -10.078393778919640        6.4732917971886475E-002
          87 Egs =   -10.082551417824497        4.5160634021574712E-002
          88 Egs =   -10.085027861944768        3.6277717873892168E-002
          89 Egs =   -10.086383492466595        2.8268246333190326E-002
          90 Egs =   -10.087024952087464        2.3630498997054824E-002
          91 Egs =   -10.088000231693160        2.0184246816193498E-002
          92 Egs =   -10.087336985290090        2.3423760749964287E-002
          93 Egs =   -10.088268605303304        1.8816848599358890E-002
          94 Egs =   -10.088804479704704        1.6416161989684128E-002
          95 Egs =   -10.088929436000354        1.4776537697412346E-002
          96 Egs =   -10.089086236527933        1.2955514045415711E-002
          97 Egs =   -10.089180061021537        1.0536384079452343E-002
          98 Egs =   -10.088555872306417        1.5484798389761538E-002
          99 Egs =   -10.089016094151127        1.3414100674075394E-002
